cluster,count,mean_severity,max_severity,n_types,top_type,top_neighborhood,lat_center,lng_center,n_CurbRamp,n_NoCurbRamp,n_NoSidewalk,n_Obstacle,n_Other,n_SurfaceProblem,spread_m,hotspot_score
97,33,4.03030303030303,5.0,3,NoCurbRamp,Industrial District,47.56278587110115,-122.37994222929983,5,19,9,0,0,0,558.8758178333982,172.9
145,27,4.407407407407407,5.0,4,NoSidewalk,Green Lake,47.703410395869504,-122.33651761655454,0,1,16,4,0,6,140.19834533956015,172.54999999999998
893,36,3.6666666666666665,4.0,3,NoSidewalk,Whittier Heights,47.67975817786323,-122.36608441670735,0,0,24,1,0,11,326.4656066894531,171.6
681,34,3.8823529411764706,5.0,3,NoCurbRamp,Bryant,47.67393886341768,-122.28109539256377,3,20,11,0,0,0,303.9347764614529,171.6
1127,39,3.0256410256410255,4.0,4,SurfaceProblem,Harrison/Denny-Blaine,47.62328377748147,-122.28621693146535,0,4,13,2,0,20,260.833740234375,171.1
993,33,3.5757575757575757,5.0,4,NoCurbRamp,Green Lake,47.6869502212062,-122.33710919004498,6,19,0,2,0,6,496.55004860141264,171.1
348,27,4.851851851851852,5.0,3,NoSidewalk,North Queen Anne,47.64840952555338,-122.37632921006944,0,2,23,0,0,2,220.60775756835938,170.3
394,37,4.0,4.0,2,NoSidewalk,Industrial District,47.56702000386006,-122.3333037092879,0,0,26,0,0,11,179.95834350585938,170.2
837,31,3.774193548387097,4.0,4,NoSidewalk,Ravenna,47.66625164401147,-122.29610443115234,1,5,21,0,0,4,153.28216552813245,169.65
761,35,3.342857142857143,5.0,4,SurfaceProblem,Madison Park,47.6274662562779,-122.2914768763951,3,12,4,0,0,16,220.60775756835938,169.65
370,27,4.333333333333333,5.0,4,NoSidewalk,Interbay,47.63535181681315,-122.39021527325666,0,5,16,2,0,4,166.40853881835938,169.64999999999998
901,34,3.823529411764706,4.0,3,NoCurbRamp,Mount Baker,47.572482613956225,-122.28919556561638,0,17,16,0,0,1,226.8227276985103,169.0
482,36,3.2222222222222223,5.0,4,NoCurbRamp,Phinney Ridge,47.676523526509605,-122.35984632703993,7,21,0,1,0,7,492.08765491302506,168.2
296,31,3.3870967741935485,5.0,5,NoSidewalk,West Queen Anne,47.633138472034084,-122.37582225184286,1,1,15,4,0,10,267.6488303771406,168.0
969,36,3.5833333333333335,4.0,3,NoCurbRamp,Sunset Hill,47.68311383989122,-122.39517423841689,0,30,0,1,0,5,311.2930734575708,167.70000000000002
1201,28,4.607142857142857,5.0,3,SurfaceProblem,Phinney Ridge,47.66506617409842,-122.3437328338623,3,9,0,0,0,16,246.95334584437654,167.70000000000002
280,29,4.448275862068965,5.0,3,NoSidewalk,Lawton Park,47.664689031140554,-122.41019334464238,0,2,26,0,0,1,186.4996017144792,167.70000000000002
1204,31,4.161290322580645,5.0,3,NoCurbRamp,Wallingford,47.662823953936176,-122.34134821737966,1,29,0,0,0,1,184.79519852480203,167.70000000000002
147,36,4.027777777777778,5.0,2,NoSidewalk,Roosevelt,47.726649602254234,-122.3235575358073,0,0,35,1,0,0,426.3954162597656,166.75
438,34,3.764705882352941,5.0,3,NoCurbRamp,Portage Bay,47.64559240902172,-122.3194117826574,2,24,0,0,0,8,323.4983299395666,166.4
66,31,3.3548387096774195,5.0,5,NoCurbRamp,Industrial District,47.55828882032825,-122.38063221593058,3,17,5,1,0,5,415.47811536521954,166.4
484,29,3.586206896551724,5.0,5,Obstacle,Broadway,47.62767055116851,-122.32707530054553,3,9,1,10,0,6,225.68893432617188,166.4
859,37,3.4594594594594597,4.0,3,NoCurbRamp,Whittier Heights,47.68323558085674,-122.36951879552893,4,29,0,0,0,4,323.26512956090954,166.4
379,34,3.3529411764705883,5.0,4,SurfaceProblem,Interbay,47.638689938713526,-122.3875285877901,0,10,2,8,0,14,337.0513916015625,165.29999999999998
376,31,3.6774193548387095,4.0,4,NoCurbRamp,View Ridge,47.677599260883945,-122.27726401052168,2,26,0,1,0,2,265.14025722993676,165.29999999999998
454,33,3.4545454545454546,5.0,4,Obstacle,Belltown,47.618326244932234,-122.33311069372928,0,2,9,19,0,3,342.50492836088307,165.29999999999998
620,34,4.205882352941177,5.0,2,NoCurbRamp,Bryant,47.6701172099394,-122.28711251651539,4,30,0,0,0,0,415.16082790159,164.45
307,27,4.666666666666667,5.0,3,NoSidewalk,Interbay,47.63213927657516,-122.38728586832683,0,0,20,6,0,1,229.92324829101562,163.8
799,35,3.5714285714285716,5.0,3,NoCurbRamp,Green Lake,47.68190209524972,-122.32662397112165,3,31,0,1,0,0,425.3297197903131,162.5
114,25,4.48,5.0,4,NoCurbRamp,Industrial District,47.52111297607422,-122.3586083984375,8,13,0,1,0,3,159.210205078125,162.4
153,32,3.5,5.0,4,NoCurbRamp,Mount Baker,47.56107473373413,-122.2699773311615,0,13,13,5,0,1,406.312561934261,162.4
122,27,4.148148148148148,5.0,4,Obstacle,North Beacon Hill,47.555611080593536,-122.30720661304615,0,7,2,14,0,4,294.7082519523363,162.4
72,23,4.391304347826087,5.0,5,NoCurbRamp,Industrial District,47.54620759383492,-122.31629180908203,6,7,5,1,0,4,448.15673092969115,161.60000000000002
305,32,3.15625,4.0,5,SurfaceProblem,Briarcliff,47.64587223529816,-122.40581035614014,1,10,6,3,0,12,363.30413818359375,161.60000000000002
971,28,5.0,5.0,2,NoSidewalk,Whittier Heights,47.69598606654576,-122.36699049813407,0,0,25,0,0,3,119.128565512356,161.0
574,32,3.46875,5.0,4,NoSidewalk,West Woodland,47.66182327270508,-122.37210154533386,0,3,21,3,0,5,275.23040771484375,160.95
517,35,3.1714285714285713,5.0,4,SurfaceProblem,East Queen Anne,47.64213420322963,-122.35053165980747,0,10,1,5,0,19,158.36334228515625,160.95
47,32,5.0,5.0,1,NoSidewalk,Industrial District,47.53635621070862,-122.34514427185059,0,0,32,0,0,0,184.19265747070312,160.0
875,32,5.0,5.0,1,NoSidewalk,Whittier Heights,47.69153583049774,-122.36940479278564,0,0,32,0,0,0,150.31814575195312,160.0
1118,32,3.125,5.0,5,NoCurbRamp,Madrona,47.61760938167572,-122.2912266254425,7,18,1,3,0,3,238.04418891925195,160.0
238,40,4.0,4.0,1,NoSidewalk,Ravenna,47.70683298110962,-122.29977302551269,0,0,40,0,0,0,272.4000366526523,160.0
232,33,3.727272727272727,4.0,3,NoSidewalk,Industrial District,47.53050370649858,-122.32355198715672,0,8,18,0,0,7,202.98890030831222,159.9
395,31,3.967741935483871,4.0,3,NoSidewalk,Industrial District,47.568379555979085,-122.33321134505734,0,2,27,0,0,2,167.4162873373645,159.9
176,30,4.1,5.0,3,NoSidewalk,Whittier Heights,47.71782684326172,-122.36177037556966,0,2,22,0,0,6,161.81023357825427,159.89999999999998
292,32,4.34375,5.0,2,NoSidewalk,Ravenna,47.72675979137421,-122.30328631401062,0,0,31,0,0,1,115.07064384434094,159.85
786,46,3.0,3.0,2,NoSidewalk,Loyal Heights,47.703401482623555,-122.37985063635784,0,0,44,0,0,2,262.1040344238281,158.7
162,31,3.935483870967742,4.0,3,NoSidewalk,Roosevelt,47.710179851901145,-122.31522590883317,0,2,28,1,0,0,222.72491455078125,158.6
420,25,4.36,5.0,4,NoCurbRamp,Eastlake,47.64552322387695,-122.32407989501954,2,14,8,0,0,1,183.14479973849495,158.05
1089,34,4.029411764705882,5.0,2,NoCurbRamp,Wallingford,47.65775355170755,-122.32737664615406,1,33,0,0,0,0,237.29095371435815,157.54999999999998
9,31,3.903225806451613,4.0,3,NoSidewalk,Mount Baker,47.518077112013295,-122.27899046867124,0,2,22,0,0,7,755.4016113289138,157.3
675,31,3.903225806451613,5.0,3,NoCurbRamp,Bryant,47.6710448726531,-122.28252903107673,6,24,0,1,0,0,398.0255126953125,157.3
33,25,4.84,5.0,3,NoCurbRamp,Industrial District,47.579888916015626,-122.378447265625,2,20,3,0,0,0,262.2088338659133,157.3
76,25,3.92,5.0,5,NoSidewalk,North Beacon Hill,47.54343948364258,-122.29199310302734,2,5,9,4,0,5,682.5714111328125,156.8
773,23,4.260869565217392,5.0,5,NoCurbRamp,Yesler Terrace,47.603271816087805,-122.31863635519277,2,9,1,4,0,7,159.8816495365065,156.8
879,22,4.454545454545454,5.0,5,NoSidewalk,Fremont,47.655423944646664,-122.35313172773881,1,5,9,6,0,1,177.40571930440444,156.79999999999998
922,24,4.5,5.0,4,NoCurbRamp,Wallingford,47.67130676905314,-122.32821623484294,1,21,0,1,0,1,95.27206420898438,156.6
1045,32,3.75,5.0,3,NoSidewalk,Roosevelt,47.68039119243622,-122.3199028968811,0,8,21,0,0,3,229.07638549725817,156.0
410,52,3.0,3.0,1,NoSidewalk,Sunset Hill,47.697127488943245,-122.39839040316068,0,0,52,0,0,0,387.01629638671875,156.0
957,39,3.076923076923077,5.0,3,NoCurbRamp,West Woodland,47.66523635081756,-122.36854377159706,0,30,5,4,0,0,547.4967956542969,156.0
867,28,4.285714285714286,5.0,3,NoCurbRamp,Ravenna,47.688638142177034,-122.2914172581264,0,16,3,0,0,9,235.85128784179688,156.0
587,30,4.0,4.0,3,NoSidewalk,Industrial District,47.57802187601725,-122.33332748413086,0,0,26,2,0,2,254.058837890625,156.0
143,27,5.0,5.0,2,NoSidewalk,Whittier Heights,47.69889393559209,-122.3565919664171,0,2,25,0,0,0,218.4906005859375,155.25
763,31,3.129032258064516,4.0,5,NoCurbRamp,Madrona,47.61212675033077,-122.29346736784905,3,11,2,5,0,10,176.99432373046875,155.20000000000002
78,25,3.88,5.0,5,NoSidewalk,Mount Baker,47.535899505615234,-122.27341857910156,4,5,6,6,0,4,465.968823722094,155.20000000000002
373,23,4.6521739130434785,5.0,4,NoCurbRamp,Southeast Magnolia,47.63607655400815,-122.3943282417629,2,18,2,1,0,0,240.509033203125,155.15
713,32,3.34375,5.0,4,NoCurbRamp,Adams,47.66378843784332,-122.37927675247192,3,14,0,3,0,12,211.0276549095931,155.15
1213,26,4.115384615384615,5.0,4,NoSidewalk,North Beacon Hill,47.58414341853215,-122.30564645620493,0,3,15,1,0,7,121.52481079101562,155.14999999999998
95,31,5.0,5.0,1,NoSidewalk,Whittier Heights,47.7298839938256,-122.35940330259261,0,0,31,0,0,0,223.57177734375,155.0
1155,30,3.966666666666667,5.0,3,NoCurbRamp,Green Lake,47.67109616597494,-122.33682072957357,4,23,0,0,0,3,180.80520629882812,154.70000000000002
295,29,4.103448275862069,5.0,3,NoSidewalk,Ravenna,47.72654421576138,-122.30066259976091,0,0,18,7,0,4,123.0463462435457,154.70000000000002
342,27,3.925925925925926,5.0,4,NoSidewalk,Belltown,47.6162180017542,-122.3398867006655,9,4,10,4,0,0,225.2655029296875,153.7
793,26,4.076923076923077,5.0,4,Obstacle,Laurelhurst,47.657914235041694,-122.27899081890399,2,10,0,13,0,1,180.24930435429192,153.7
688,27,3.5555555555555554,5.0,5,Obstacle,Central Business District,47.60964838663737,-122.33219655354817,6,5,5,10,0,1,276.92413330078125,153.60000000000002
381,26,3.6923076923076925,5.0,5,NoCurbRamp,Windermere,47.675621032714844,-122.26866179246169,4,12,7,1,0,2,260.58858395746296,153.60000000000002
580,29,3.6206896551724137,4.0,4,NoSidewalk,North Beacon Hill,47.590093809982825,-122.31261654557854,0,4,20,3,0,2,285.57485926177924,152.25
891,25,4.2,5.0,4,SurfaceProblem,Phinney Ridge,47.67133224487305,-122.36040283203126,1,7,6,0,0,11,209.28636896436998,152.25
1199,28,3.75,5.0,4,NoCurbRamp,North Beacon Hill,47.58797795431955,-122.30839920043945,0,11,2,5,0,10,181.2286376953125,152.25
161,22,4.7727272727272725,5.0,4,Obstacle,Industrial District,47.520648609508164,-122.36097093061967,0,3,4,11,0,4,121.52481079101562,152.25
645,27,3.888888888888889,4.0,4,NoSidewalk,Industrial District,47.57318849916811,-122.33428135624638,0,2,18,1,0,6,120.67794799804688,152.25
425,32,3.65625,4.0,3,NoSidewalk,Windermere,47.66930449008942,-122.2619891166687,0,9,21,0,0,2,193.32652787724203,152.1
530,38,4.0,4.0,1,NoSidewalk,Industrial District,47.562090823524876,-122.32931980333831,0,0,38,0,0,0,473.8197326660156,152.0
1203,25,3.8,5.0,5,NoSidewalk,North Beacon Hill,47.58120834350586,-122.30513488769532,3,7,9,3,0,3,117.67681590966056,152.0
123,30,3.1666666666666665,4.0,5,NoCurbRamp,North Beacon Hill,47.55637435913086,-122.30267613728842,3,11,9,6,0,1,297.24884033203125,152.0
302,26,4.461538461538462,5.0,3,Obstacle,Lawton Park,47.66413629972018,-122.39872683011569,0,0,11,13,0,2,176.23543468268326,150.8
29,29,4.0,4.0,3,NoSidewalk,Mount Baker,47.51019865891029,-122.27337988491716,0,1,26,0,0,2,239.67682522996793,150.8
168,31,3.3548387096774195,4.0,4,SurfaceProblem,Roosevelt,47.730670190626576,-122.31283027895036,2,2,0,13,0,14,210.86883544921875,150.79999999999998
110,23,4.521739130434782,5.0,4,Obstacle,Industrial District,47.53515508900518,-122.36021589196247,0,6,4,11,0,2,103.74069213867188,150.79999999999998
768,28,3.7142857142857144,5.0,4,NoCurbRamp,Loyal Heights,47.686889103480745,-122.38119425092425,3,16,0,2,0,7,178.43897511666674,150.79999999999998
883,25,4.64,5.0,3,NoSidewalk,Ravenna,47.69048202514649,-122.29859588623047,1,2,22,0,0,0,199.51865533735824,150.79999999999998
749,30,5.0,5.0,1,NoSidewalk,Whittier Heights,47.698452377319335,-122.37549769083658,0,0,30,0,0,0,163.02108764648438,150.0
1063,32,4.0625,5.0,2,NoCurbRamp,Wallingford,47.660319089889526,-122.33325672149658,0,31,0,0,0,1,427.21680545854787,149.5
336,28,4.107142857142857,5.0,3,NoCurbRamp,Southeast Magnolia,47.64466517312186,-122.39553042820522,0,14,4,0,0,10,471.84809152943046,149.5
737,32,3.21875,4.0,4,NoCurbRamp,Minor,47.6041214466095,-122.30571174621582,10,14,0,1,0,7,140.46516781468173,149.35
691,24,4.291666666666667,5.0,4,NoCurbRamp,Laurelhurst,47.665026346842446,-122.27916145324707,3,10,9,0,0,2,223.56994326137976,149.35
562,31,3.3225806451612905,4.0,4,Obstacle,West Queen Anne,47.63528553132088,-122.36907565209174,4,0,3,14,0,10,306.9877624511719,149.35
149,26,3.576923076923077,5.0,5,NoCurbRamp,Mount Baker,47.553058917705826,-122.2681036729079,4,12,5,4,0,1,241.35589599609375,148.8
1157,24,3.875,5.0,5,NoCurbRamp,Mount Baker,47.58659648895264,-122.2945286432902,1,10,6,4,0,3,196.47216796875,148.8
536,24,3.875,4.0,5,NoSidewalk,Industrial District,47.56100575129191,-122.32662677764893,0,2,18,1,1,2,186.73324584960938,148.8
820,38,3.0,3.0,3,NoCurbRamp,Phinney Ridge,47.68108889931127,-122.35002818860505,0,31,0,1,0,6,426.3954162597656,148.20000000000002
231,37,4.0,4.0,1,NoSidewalk,View Ridge,47.71218016340926,-122.29177897685283,0,0,37,0,0,0,329.8530578613281,148.0
1067,30,3.4,5.0,4,SurfaceProblem,North Beacon Hill,47.572547912597656,-122.31411285400391,0,4,7,4,0,15,221.8780517578125,147.9
323,30,3.4,5.0,4,CurbRamp,Pike-Market,47.61133232116699,-122.34416224161784,15,6,0,4,0,5,379.0894871865478,147.9
796,23,4.434782608695652,5.0,4,NoCurbRamp,Bryant,47.663567916206695,-122.28739000403363,1,18,3,0,0,1,137.4537288599043,147.9
485,23,4.434782608695652,5.0,4,NoSidewalk,North Queen Anne,47.65224672400433,-122.36934728207795,0,2,11,7,0,3,142.04730510845602,147.9
299,21,4.380952380952381,5.0,5,NoSidewalk,Interbay,47.633514040992374,-122.38246082124256,3,2,9,2,0,5,308.164882038429,147.20000000000002
900,25,4.52,5.0,3,NoCurbRamp,University District,47.669603729248045,-122.3102230834961,2,22,0,1,0,0,188.76316765141186,146.89999999999998
1069,33,3.0606060606060606,5.0,4,NoCurbRamp,Harrison/Denny-Blaine,47.62191610625296,-122.29540738192472,2,20,0,2,0,9,199.43618774414062,146.45
17,24,4.208333333333333,5.0,4,NoSidewalk,Industrial District,47.57367753982544,-122.41414992014568,2,2,14,6,0,0,171.48971557538317,146.45
803,25,3.64,5.0,5,CurbRamp,Fremont,47.65345947265625,-122.34427612304688,12,8,1,3,0,1,179.11148071289062,145.6
486,23,4.3478260869565215,5.0,4,NoSidewalk,North Queen Anne,47.65229614921238,-122.37259707243547,0,9,10,1,0,3,211.64457959350486,145.0
769,29,5.0,5.0,1,NoSidewalk,Whittier Heights,47.69705081808156,-122.37391478439858,0,0,29,0,0,0,232.46383666992188,145.0
577,25,4.0,4.0,4,NoSidewalk,Industrial District,47.55635925292969,-122.33812957763672,0,1,19,1,0,4,100.77667236328125,145.0
702,33,3.0303030303030303,4.0,4,NoCurbRamp,Minor,47.609967202851266,-122.31309856068005,4,15,0,3,0,11,295.17226011839665,145.0
930,26,3.4615384615384617,5.0,5,NoSidewalk,Sunset Hill,47.67602084233211,-122.40406946035532,1,4,16,1,0,4,161.32736206054688,144.0
725,26,3.4615384615384617,5.0,5,NoCurbRamp,West Woodland,47.6654476752648,-122.37624065692609,2,13,4,1,0,6,263.7977600097656,144.0
258,24,3.75,5.0,5,NoSidewalk,University District,47.66024001439413,-122.30055173238118,1,1,12,6,0,4,276.5007019042969,144.0
375,21,4.285714285714286,5.0,5,NoCurbRamp,Eastlake,47.64300537109375,-122.32672991071429,2,12,4,2,0,1,275.6538391113281,144.0
1030,32,3.09375,4.0,4,NoSidewalk,Leschi,47.6003395318985,-122.28790354728699,0,1,25,2,0,4,127.0294189453125,143.54999999999998
1139,23,4.304347826086956,5.0,4,NoSidewalk,Ravenna,47.69384699282439,-122.3011186019234,0,4,15,1,0,3,86.6425109180119,143.54999999999998
523,27,3.6666666666666665,4.0,4,NoSidewalk,East Queen Anne,47.63176133897569,-122.34747625280309,0,6,17,1,0,3,165.985107421875,143.54999999999998
729,28,3.5357142857142856,5.0,4,NoCurbRamp,Mount Baker,47.566073417663574,-122.2854745047433,0,9,6,4,0,9,256.56390000809444,143.54999999999998
784,22,4.045454545454546,5.0,5,NoCurbRamp,Yesler Terrace,47.603770689530805,-122.32155366377397,4,7,3,5,0,3,61.397552490234375,142.40000000000003
467,24,3.7083333333333335,5.0,5,NoCurbRamp,Broadway,47.62837807337443,-122.31546243031819,3,11,7,1,0,2,193.47807783833562,142.4
303,23,3.869565217391304,5.0,5,SurfaceProblem,Westlake,47.633264458697774,-122.34199125870414,2,3,3,2,0,13,182.07550048828125,142.4
977,25,3.92,5.0,4,NoCurbRamp,Leschi,47.59167083740235,-122.29251892089843,0,11,0,2,1,11,144.49652455759966,142.1
610,31,3.161290322580645,5.0,4,SurfaceProblem,Loyal Heights,47.69190486784904,-122.38468022500315,3,7,0,1,0,20,373.0430603027344,142.1
164,27,3.6296296296296298,4.0,4,NoSidewalk,Roosevelt,47.71579756560149,-122.31349521213107,1,0,19,6,0,1,177.20050203630691,142.1
1068,22,4.454545454545454,5.0,4,NoSidewalk,North Beacon Hill,47.57439838756215,-122.31548933549361,0,3,15,1,0,3,139.73236083984375,142.09999999999997
921,23,4.739130434782608,5.0,3,NoCurbRamp,Wallingford,47.67049789428711,-122.32555986487347,1,20,0,0,0,2,103.3172607421875,141.70000000000002
428,23,4.217391304347826,5.0,4,NoSidewalk,Stevens,47.637904125711195,-122.314267034116,0,4,14,2,0,3,175.75335114202832,140.65
802,25,3.88,5.0,4,Obstacle,Fremont,47.651757049560544,-122.34752563476563,0,6,5,10,0,4,421.7376708984375,140.65
322,23,4.217391304347826,5.0,4,NoCurbRamp,Southeast Magnolia,47.64454203066619,-122.3868703427522,0,15,3,3,0,2,367.4375904364853,140.65
748,28,5.0,5.0,1,NoSidewalk,Whittier Heights,47.700469561985564,-122.37544768197196,0,0,28,0,0,0,191.81442260742188,140.0
195,35,4.0,4.0,1,NoSidewalk,Roosevelt,47.71650161743164,-122.32078508649553,0,0,35,0,0,0,221.8780517578125,140.0
1130,29,3.0,3.0,5,NoSidewalk,Harrison/Denny-Blaine,47.61956247790106,-122.28626093371162,1,6,11,5,0,6,148.20098876953125,139.20000000000002
440,24,4.0,5.0,4,NoSidewalk,Montlake,47.64120133717855,-122.318052927653,6,7,9,0,0,2,227.09551747946915,139.2
207,24,4.0,5.0,4,NoCurbRamp,Industrial District,47.5448195139567,-122.3838529586792,3,15,0,2,0,4,192.23785400390625,139.2
1057,29,3.310344827586207,4.0,4,NoCurbRamp,North Beacon Hill,47.576641740470095,-122.31051583125674,5,21,0,1,0,2,162.24820766413802,139.2
1021,32,3.0,3.0,4,NoSidewalk,Harrison/Denny-Blaine,47.621899247169495,-122.28801035881042,0,2,21,2,0,7,152.85873413085938,139.2
624,32,3.75,4.0,2,NoSidewalk,Industrial District,47.56504940986633,-122.32335591316223,0,11,21,0,0,0,89.14198405205426,138.0
908,32,3.3125,4.0,3,NoCurbRamp,Roosevelt,47.68848419189453,-122.31080412864685,1,28,0,0,0,3,177.2933678959698,137.8
1129,29,3.6551724137931036,5.0,3,NoCurbRamp,North Beacon Hill,47.57710226650896,-122.3050616034146,4,22,0,0,0,3,149.47128295898438,137.8
709,34,3.1176470588235294,5.0,3,CurbRamp,Adams,47.670693902408374,-122.39016903147979,19,9,0,0,0,6,323.9250183113356,137.8
468,29,3.2758620689655173,4.0,4,SurfaceProblem,East Queen Anne,47.638964159735316,-122.34482600771148,4,0,8,3,0,14,196.89559936444567,137.75
877,28,3.392857142857143,5.0,4,NoCurbRamp,North Beacon Hill,47.58854334694998,-122.3168716430664,3,10,6,0,0,9,163.92482527543217,137.75
1207,25,3.8,5.0,4,NoSidewalk,North Beacon Hill,47.583203125,-122.30433288574218,3,4,17,0,0,1,124.06539916992188,137.75
590,27,3.5185185185185186,4.0,4,NoSidewalk,Industrial District,47.55586398089373,-122.33238389756944,1,4,15,7,0,0,118.5607910164137,137.75
184,23,4.130434782608695,5.0,4,NoCurbRamp,Industrial District,47.56224292257558,-122.31846585481063,2,15,0,1,0,5,216.796875,137.75
75,20,4.75,5.0,4,Obstacle,Industrial District,47.52629203796387,-122.36315307617187,0,3,5,10,0,2,109.66873168945312,137.75
254,30,4.566666666666666,5.0,1,NoSidewalk,Ravenna,47.7091562906901,-122.29794692993164,0,0,30,0,0,0,174.87716674804688,137.0
265,31,4.419354838709677,5.0,1,NoSidewalk,Ravenna,47.710448726531,-122.29598334527785,0,0,31,0,0,0,110.54799395313918,137.0
682,34,3.5,5.0,2,NoCurbRamp,Bryant,47.67399552289177,-122.28718432258157,0,31,0,0,0,3,333.01635408575197,136.85
1143,24,4.375,5.0,3,NoCurbRamp,Fremont,47.65956370035807,-122.35704231262207,0,17,0,4,0,3,229.297250585133,136.5
950,25,3.76,5.0,4,NoSidewalk,Roosevelt,47.68736038208008,-122.31491119384765,0,5,18,1,0,1,195.62530517578125,136.29999999999998
836,21,4.476190476190476,5.0,4,NoCurbRamp,View Ridge,47.690176827566965,-122.28309122721355,0,14,5,1,0,1,238.28367422882337,136.29999999999998
634,34,4.0,4.0,1,NoSidewalk,Industrial District,47.56954776539522,-122.33958188225242,0,0,34,0,0,0,209.59854125976562,136.0
181,34,4.0,4.0,1,NoSidewalk,Industrial District,47.532070496503046,-122.32808460908778,0,0,34,0,0,0,187.58010864336683,136.0
622,21,4.0476190476190474,5.0,5,NoSidewalk,University District,47.65594446091425,-122.31859079996745,4,6,7,3,0,1,285.21535506090476,136.0
1198,24,4.916666666666667,5.0,2,NoCurbRamp,Wallingford,47.663970152537026,-122.34609476725261,0,23,0,0,0,1,94.42520141522692,135.7
1100,24,4.916666666666667,5.0,2,NoCurbRamp,Wallingford,47.65673049290975,-122.33088048299153,0,23,0,0,0,1,107.23935913694068,135.7
156,30,3.933333333333333,5.0,2,NoSidewalk,Whittier Heights,47.70949122111003,-122.36120173136393,0,6,24,0,0,0,317.97378320887555,135.7
914,32,3.25,4.0,3,NoCurbRamp,Mount Baker,47.57639694213867,-122.29211258888245,0,12,10,0,0,10,235.37526083385305,135.20000000000002
28,22,4.7272727272727275,5.0,3,NoCurbRamp,Industrial District,47.568364750255235,-122.35805650190873,0,18,0,2,0,2,402.6832580566406,135.20000000000002
392,27,5.0,5.0,1,NoSidewalk,Stevens,47.635938008626304,-122.30901421440973,0,0,27,0,0,0,208.75167846679688,135.0
984,27,5.0,5.0,1,NoSidewalk,Whittier Heights,47.69576108014142,-122.36871987802012,0,0,27,0,0,0,172.33657836914062,135.0
772,27,3.4444444444444446,5.0,4,CurbRamp,Yesler Terrace,47.60479976512767,-122.31951197871456,11,6,0,5,0,5,186.309814453125,134.85
90,39,3.0,3.0,2,NoSidewalk,Industrial District,47.5421260931553,-122.35721079508464,0,0,36,0,0,3,349.3309020996094,134.54999999999998
391,30,3.9,5.0,2,NoSidewalk,Stevens,47.63304977416992,-122.3104965209961,0,5,25,0,0,0,199.01275634765625,134.54999999999998
284,26,3.9615384615384617,5.0,3,NoSidewalk,Ravenna,47.71995940575233,-122.30184114896335,0,0,18,6,0,2,102.89382934570312,133.9
678,26,3.9615384615384617,5.0,3,NoCurbRamp,Madison Park,47.634646489070015,-122.28244047898512,8,15,0,0,0,3,74.94735717773438,133.9
1181,24,4.291666666666667,5.0,3,NoSidewalk,Ravenna,47.69391870498657,-122.29844697316487,0,3,14,0,0,7,164.7345475063699,133.9
1125,26,3.9615384615384617,5.0,3,NoCurbRamp,North Beacon Hill,47.57402860201322,-122.30772898747371,0,15,0,2,0,9,109.6944031601117,133.9
864,26,3.5384615384615383,4.0,4,SurfaceProblem,Atlantic,47.59744380070613,-122.30112780057468,2,7,4,0,0,13,254.12592884302026,133.4
885,27,4.296296296296297,5.0,2,NoCurbRamp,Whittier Heights,47.681455824110245,-122.36843250415943,1,26,0,0,0,0,172.185890334552,133.4
941,25,3.68,5.0,4,NoCurbRamp,Leschi,47.594586029052735,-122.29405731201172,0,8,8,2,0,7,183.8944231337872,133.4
64,22,4.636363636363637,5.0,3,Obstacle,Industrial District,47.52077882940119,-122.33886822787198,0,0,9,10,0,3,170.64285278320312,132.6
757,23,5.0,5.0,2,NoSidewalk,Bryant,47.685240869936734,-122.2884229577106,0,5,18,0,0,0,141.84951782226562,132.25
11,23,5.0,5.0,2,NoSidewalk,Industrial District,47.50962895932405,-122.38637874437416,0,5,18,0,0,0,199.06549058889036,132.25
406,29,3.9655172413793105,4.0,2,NoSidewalk,Industrial District,47.5777587890625,-122.32195018899851,0,0,23,0,0,6,160.53089334794294,132.25
241,29,4.551724137931035,5.0,1,NoSidewalk,Ravenna,47.71490688981681,-122.29574663885708,0,0,29,0,0,0,139.30892944335938,132.0
8,33,4.0,4.0,1,NoSidewalk,Mount Baker,47.51032569191673,-122.24129717277758,0,0,33,0,0,0,372.384810410391,132.0
878,28,3.25,5.0,4,Obstacle,Fremont,47.656975746154785,-122.3533079964774,0,8,5,12,0,3,226.959228515625,131.95
243,21,4.333333333333333,5.0,4,NoSidewalk,Ravenna,47.712068648565385,-122.30114491780598,0,7,11,1,0,2,155.82275390625,131.95
947,28,3.25,4.0,4,NoCurbRamp,Sunset Hill,47.6792003086635,-122.39849036080497,1,16,2,0,0,9,227.38265991210938,131.95
40,26,3.8846153846153846,4.0,3,NoSidewalk,Industrial District,47.54874713604267,-122.36094107994667,0,3,19,0,0,4,405.2238464355469,131.3
946,23,4.391304347826087,5.0,3,NoCurbRamp,Wallingford,47.67029803732167,-122.33193405814792,1,21,0,0,0,1,132.8738155794699,131.3
561,23,3.5652173913043477,5.0,5,CurbRamp,West Queen Anne,47.637690834377125,-122.36844502324644,7,2,6,7,0,1,112.9847583905523,131.20000000000002
1115,24,3.4166666666666665,5.0,5,NoCurbRamp,Madrona,47.61649958292643,-122.28281752268474,4,12,6,1,0,1,106.75109870564975,131.20000000000002
