cluster,count,mean_severity,max_severity,n_types,top_type,top_neighborhood,lat_center,lng_center,n_CurbRamp,n_NoCurbRamp,n_NoSidewalk,n_Obstacle,n_Other,n_SurfaceProblem,spread_m,hotspot_score
250,50,3.58,5.0,5,NoSidewalk,University District,47.65207847595215,-122.3086637878418,10,9,25,5,0,1,787.8231339628505,286.40000000000003
316,40,4.925,5.0,4,NoSidewalk,Interbay,47.65942716598511,-122.38645706176757,1,2,36,1,0,0,165.56167602539062,285.65
510,44,4.045454545454546,5.0,5,NoSidewalk,Mount Baker,47.573918862776324,-122.29488338123669,1,11,22,5,0,5,390.78713019863267,284.80000000000007
157,47,3.7872340425531914,5.0,5,Obstacle,Whittier Heights,47.7110727188435,-122.35684333963597,1,1,15,23,0,7,544.5327758789062,284.8
964,56,3.875,5.0,3,NoCurbRamp,North Beacon Hill,47.57947949000767,-122.31548472813198,0,37,14,0,0,5,360.7635498046875,282.1
1159,63,3.888888888888889,5.0,2,NoSidewalk,Ravenna,47.6984739152212,-122.29883793422154,0,0,61,0,0,2,234.58099365234375,281.75
13,44,4.0,5.0,5,NoSidewalk,Industrial District,47.50570331920277,-122.37894682450728,6,4,21,2,0,11,446.21464381047826,281.6
182,43,4.093023255813954,5.0,5,NoSidewalk,View Ridge,47.69137670827467,-122.27210164624591,2,14,16,8,0,3,694.8830527776797,281.6
862,42,4.190476190476191,5.0,5,Obstacle,Bryant,47.66152436392648,-122.290770757766,2,2,15,17,0,6,201.34052167150156,281.6
177,70,4.0,4.0,1,NoSidewalk,Roosevelt,47.712963703700474,-122.320202091762,0,0,70,0,0,0,289.2036437988281,280.0
89,44,4.886363636363637,5.0,3,NoSidewalk,Whittier Heights,47.72320634668524,-122.36306381225586,0,0,24,16,0,4,129.14657592773438,279.5
924,67,3.208955223880597,4.0,3,NoSidewalk,Sunset Hill,47.67818712832323,-122.40330960857334,0,11,53,0,0,3,300.488905868186,279.5
146,49,3.9183673469387754,5.0,4,NoSidewalk,Roosevelt,47.73279875151965,-122.32358192910954,5,0,39,3,0,2,547.4967956542969,278.4
1220,59,3.23728813559322,5.0,4,NoCurbRamp,Phinney Ridge,47.66335070335259,-122.35593621205476,0,42,12,3,0,2,252.3651123046875,276.95
830,48,3.5833333333333335,5.0,5,NoCurbRamp,Leschi,47.6021933555603,-122.2924690246582,10,20,2,9,0,7,309.5283508300781,275.2
591,59,4.033898305084746,5.0,2,NoSidewalk,Industrial District,47.55487933401334,-122.3317180568889,0,0,58,1,0,0,238.9011735020366,273.7
850,46,3.6956521739130435,4.0,5,NoSidewalk,Ravenna,47.663667264192,-122.29406273883322,0,13,28,1,1,3,232.7013055751861,272.0
441,54,3.111111111111111,4.0,5,NoCurbRamp,Montlake,47.63772907963506,-122.3189143428096,6,22,13,2,0,11,236.24068552748705,268.8
832,49,4.673469387755102,5.0,2,NoCurbRamp,Wallingford,47.66630297291036,-122.32478861906091,0,48,1,0,0,0,340.0154113769531,263.34999999999997
588,57,3.526315789473684,4.0,3,NoSidewalk,Industrial District,47.55741266618695,-122.33252836528577,0,0,47,9,0,1,147.44861933523427,261.3
325,42,3.880952380952381,5.0,5,NoSidewalk,Industrial District,47.551581428164525,-122.33226975940522,2,5,30,1,0,4,200.62102681027568,260.8
822,48,3.375,4.0,5,NoCurbRamp,Atlantic,47.60133846600851,-122.29811684290569,1,26,1,2,0,18,446.54310934442276,259.2
539,50,3.56,5.0,4,NoSidewalk,West Queen Anne,47.63762046813965,-122.37271514892578,0,6,25,9,0,10,248.13079833984375,258.09999999999997
1141,48,4.104166666666667,5.0,3,NoSidewalk,Mount Baker,47.586676597595215,-122.28972880045573,0,1,45,0,0,2,196.48833133904043,256.1
51,52,3.769230769230769,4.0,3,NoSidewalk,Industrial District,47.523864892812874,-122.3303520496075,0,11,30,0,0,11,321.3921180473822,254.8
416,43,3.697674418604651,5.0,5,CurbRamp,Montlake,47.6400032043457,-122.31237473598746,11,8,11,5,0,8,390.86431421228673,254.4
16,42,4.166666666666667,5.0,4,NoSidewalk,Industrial District,47.57681219918387,-122.41576676141648,0,6,28,7,0,1,330.2083054086173,253.75
1219,53,3.30188679245283,4.0,4,NoCurbRamp,Phinney Ridge,47.66892220839014,-122.356312877727,0,26,14,2,0,11,207.90481567382812,253.75
283,37,4.27027027027027,5.0,5,NoSidewalk,Lawton Park,47.66740365930506,-122.40906318458352,8,8,13,5,0,3,279.0412902832031,252.8
193,50,3.48,5.0,4,NoCurbRamp,Industrial District,47.53131294250488,-122.37820404052735,6,28,0,2,0,14,419.12272697856736,252.29999999999998
676,46,3.4130434782608696,4.0,5,NoCurbRamp,Ravenna,47.67993719681449,-122.29605351323667,2,30,10,2,0,2,449.2928185985931,251.20000000000002
369,42,3.6904761904761907,5.0,5,CurbRamp,View Ridge,47.680345353626066,-122.26916976202102,10,9,3,10,0,10,603.3897399902344,248.0
244,36,4.305555555555555,5.0,5,NoSidewalk,Ravenna,47.70980781979031,-122.30290688408746,2,2,23,4,0,5,207.48138427734375,248.0
1192,52,3.2884615384615383,5.0,4,NoCurbRamp,Fremont,47.66081890693078,-122.34977487417368,9,25,0,10,0,8,468.279892346322,247.95
994,51,3.019607843137255,4.0,5,NoCurbRamp,Mann,47.6185983396044,-122.29683430989583,4,32,1,2,0,12,335.0822444298158,246.4
217,56,3.017857142857143,4.0,4,NoSidewalk,Industrial District,47.54352699007307,-122.39111082894462,0,8,36,3,0,9,325.6187438964844,245.04999999999998
1166,39,3.923076923076923,5.0,5,SurfaceProblem,Madrona,47.61244387504382,-122.28576405843098,3,10,6,3,0,17,180.38177490234375,244.8
25,40,4.2,5.0,4,NoSidewalk,Harbor Island,47.57304077148437,-122.35361824035644,3,0,23,12,0,2,329.8530578613281,243.6
80,40,3.8,5.0,5,SurfaceProblem,North Beacon Hill,47.54602918624878,-122.30344276428222,11,4,6,4,0,15,672.8090148550158,243.20000000000002
158,44,3.4545454545454546,5.0,5,Obstacle,Industrial District,47.52265999533913,-122.38770727677779,1,7,2,33,0,1,460.9394963906795,243.20000000000002
344,53,3.150943396226415,5.0,4,NoCurbRamp,West Woodland,47.674774529798974,-122.3751353137898,14,19,0,8,0,12,471.5760504135031,242.15
777,34,4.882352941176471,5.0,4,NoSidewalk,Whittier Heights,47.6976037866929,-122.36697881362018,2,1,30,1,0,0,116.8449676925163,240.7
651,40,3.75,4.0,5,NoSidewalk,Atlantic,47.59877452850342,-122.30673179626464,1,6,22,1,0,10,332.9250526786622,240.0
605,60,4.0,4.0,1,NoSidewalk,Industrial District,47.58476893107096,-122.33514874776205,0,0,60,0,0,0,317.57354736328125,240.0
1221,46,3.5869565217391304,5.0,4,SurfaceProblem,Phinney Ridge,47.66525459289551,-122.35950652412747,0,10,8,4,0,24,378.9710998535156,239.25
105,52,3.519230769230769,4.0,3,NoSidewalk,Industrial District,47.55519705552321,-122.35604682335487,0,5,40,0,0,7,374.7367858886719,237.9
1162,39,4.666666666666667,5.0,3,NoCurbRamp,Wallingford,47.66384985508063,-122.33490811861478,0,36,0,1,0,2,238.8153076171875,236.6
233,47,3.872340425531915,4.0,3,NoSidewalk,Industrial District,47.53233280587703,-122.32551055258892,0,4,42,0,0,1,355.6823730476637,236.6
218,49,3.0,3.0,5,NoSidewalk,Industrial District,47.53830711209044,-122.39574261100925,1,2,37,3,0,6,232.88726806640625,235.20000000000002
1007,40,4.05,5.0,4,NoSidewalk,Roosevelt,47.67398529052734,-122.3203182220459,0,3,34,2,0,1,157.09304809570312,234.9
612,51,3.9607843137254903,4.0,2,NoSidewalk,Industrial District,47.56737159280216,-122.32133932674633,0,4,47,0,0,0,258.29315185546875,232.29999999999998
492,42,3.8095238095238093,4.0,4,NoSidewalk,Industrial District,47.581921441214426,-122.32093284243629,0,7,29,2,0,4,392.9443359375,232.0
1082,35,4.542857142857143,5.0,4,NoCurbRamp,Wallingford,47.66222741263253,-122.32853044782367,2,25,0,7,0,1,211.29226684570312,230.54999999999998
1106,53,3.0,3.0,4,NoSidewalk,Harrison/Denny-Blaine,47.62218756045935,-122.28312064116855,0,5,30,4,0,14,516.1628723144531,230.54999999999998
1149,49,3.5714285714285716,5.0,3,NoSidewalk,Mount Baker,47.58854130336216,-122.29558781215123,0,15,28,0,0,6,231.3224976610887,227.5
1208,36,3.9444444444444446,5.0,5,NoSidewalk,Phinney Ridge,47.66504446665446,-122.34834225972493,3,6,20,5,0,2,226.99185339341858,227.20000000000002
535,44,3.9545454545454546,5.0,3,NoSidewalk,Madison Park,47.64075322584672,-122.28288078308105,0,6,21,0,0,17,311.5457690909535,226.20000000000002
887,34,4.588235294117647,5.0,4,NoCurbRamp,Loyal Heights,47.68131671232336,-122.3869052213781,1,29,0,1,0,3,396.25666518855735,226.2
774,55,4.109090909090909,5.0,1,NoSidewalk,Whittier Heights,47.69878720370206,-122.37136785333807,0,0,55,0,0,0,290.8973693847656,226.0
415,32,4.40625,5.0,5,NoSidewalk,Eastlake,47.65046191215515,-122.32334685325623,4,3,21,3,0,1,374.3133544921875,225.60000000000002
239,47,4.170212765957447,5.0,2,NoSidewalk,Ravenna,47.705235095734295,-122.29940049191738,0,0,45,0,0,2,138.885498046875,225.39999999999998
121,36,4.277777777777778,5.0,4,NoCurbRamp,Mount Baker,47.55385494232178,-122.27401373121474,0,18,7,7,0,4,395.9083557128906,223.29999999999998
1178,51,3.019607843137255,4.0,4,SurfaceProblem,Harrison/Denny-Blaine,47.62235491883521,-122.29142925786037,1,18,0,6,0,26,293.0145263671875,223.29999999999998
19,41,3.731707317073171,4.0,4,NoSidewalk,Industrial District,47.52271763871356,-122.31589042849657,1,5,27,0,0,8,378.5876070967354,221.85
412,33,4.181818181818182,5.0,5,NoSidewalk,Montlake,47.63377079819188,-122.30001692338423,3,8,12,5,0,5,279.0590498283329,220.8
740,45,3.3777777777777778,5.0,4,NoCurbRamp,Adams,47.67361755371094,-122.38466847737631,13,19,0,4,0,9,547.9202270507812,220.4
300,40,3.8,5.0,4,Obstacle,Lawton Park,47.65905914306641,-122.40239219665527,0,3,11,23,0,3,462.5917098644062,220.4
1080,50,3.02,4.0,4,NoSidewalk,Harrison/Denny-Blaine,47.62669273376465,-122.28232299804688,0,5,37,4,0,4,306.9877624519606,218.95
12,34,4.9411764705882355,5.0,3,NoSidewalk,Industrial District,47.502653682933136,-122.37612421372357,1,1,32,0,0,0,364.1510009765625,218.4
1134,38,3.5789473684210527,4.0,5,SurfaceProblem,Atlantic,47.587316713835065,-122.30435903448807,3,9,10,2,0,14,347.84863488095436,217.60000000000002
318,38,3.9473684210526314,5.0,4,NoCurbRamp,Southeast Magnolia,47.6486238178454,-122.38527016890676,0,18,2,12,0,6,476.94692832607774,217.5
926,31,4.838709677419355,5.0,4,NoCurbRamp,Wallingford,47.649961656139745,-122.3333725467805,1,27,1,2,0,0,257.8642218989818,217.5
100,35,4.285714285714286,5.0,4,NoCurbRamp,Industrial District,47.53194296700614,-122.35763462611607,0,20,1,8,0,6,279.0306052792701,217.5
470,47,3.1702127659574466,5.0,4,NoSidewalk,North Queen Anne,47.64551138370595,-122.36314960236245,0,8,33,5,0,1,182.92236328125,216.04999999999998
328,48,3.1041666666666665,4.0,4,Obstacle,Lower Queen Anne,47.61921977996826,-122.35728041330974,4,9,0,21,0,14,408.14473100926443,216.04999999999998
550,54,4.0,4.0,1,NoSidewalk,Industrial District,47.5877123232241,-122.33000324390552,0,0,54,0,0,0,362.8807067871094,216.0
214,45,3.0,3.0,5,SurfaceProblem,Industrial District,47.55769399007161,-122.38900756835938,1,8,9,2,0,25,265.9149169921875,216.0
948,53,3.1320754716981134,4.0,3,NoCurbRamp,Sunset Hill,47.68227120165555,-122.39884099420512,0,30,0,2,0,21,260.4103088378906,215.8
118,35,4.228571428571429,5.0,4,NoCurbRamp,Industrial District,47.527279663085935,-122.35502580915178,6,19,0,5,0,5,301.9065856933594,214.6
471,41,3.6097560975609757,5.0,4,NoCurbRamp,Broadway,47.62193065736352,-122.3158753557903,5,20,1,0,0,15,476.61983141622704,214.6
272,55,3.0,3.0,3,NoSidewalk,Ravenna,47.73263362537731,-122.3048471624201,0,2,51,0,0,2,290.0505065917969,214.5
1120,31,4.32258064516129,5.0,5,NoCurbRamp,Wallingford,47.652935151130926,-122.339110343687,1,26,1,2,0,1,93.1549072265625,214.4
1122,36,4.083333333333333,5.0,4,NoCurbRamp,North Beacon Hill,47.57516850365533,-122.30632421705458,3,21,0,5,0,7,227.38240673281464,213.15
1044,36,3.6944444444444446,5.0,5,NoSidewalk,North Beacon Hill,47.58669588300917,-122.31272824605306,2,9,19,1,0,5,118.23566744754949,212.8
133,35,4.171428571428572,5.0,4,NoCurbRamp,Mount Baker,47.55645185198102,-122.28082776750837,2,19,0,2,0,12,551.3076782226562,211.7
248,29,4.551724137931035,5.0,5,NoSidewalk,Mount Baker,47.566019255539466,-122.2916357106176,3,7,17,1,0,1,586.8759155273438,211.20000000000002
712,36,3.6666666666666665,5.0,5,SurfaceProblem,Adams,47.66624874538846,-122.37960200839572,9,8,3,6,0,10,262.1040344238281,211.20000000000002
442,35,3.7714285714285714,5.0,5,NoSidewalk,Montlake,47.63975459507534,-122.31734008789063,4,13,16,1,0,1,296.1453202682954,211.20000000000002
439,40,3.3,5.0,5,NoCurbRamp,Portage Bay,47.64755630493164,-122.32045936584473,3,14,9,1,0,13,378.1242370605469,211.20000000000002
812,53,3.056603773584906,5.0,3,NoCurbRamp,Phinney Ridge,47.68141023168024,-122.35275426900611,0,47,0,3,0,3,456.0356140136719,210.6
160,29,5.0,5.0,4,NoCurbRamp,Industrial District,47.519212262383824,-122.36091482228247,0,16,3,7,0,3,105.43441772460938,210.25
813,41,3.5121951219512195,5.0,4,NoCurbRamp,Leschi,47.60492250395984,-122.2920204720846,2,26,0,6,0,7,251.80565205489836,208.79999999999998
1138,32,4.0625,5.0,5,NoCurbRamp,North Beacon Hill,47.577000975608826,-122.30274367332458,1,12,10,3,0,6,155.8227539070387,208.0
724,45,3.1777777777777776,4.0,4,NoCurbRamp,Adams,47.67044762505425,-122.39292534722222,8,27,6,0,0,4,385.32257079999255,207.35
1142,36,4.416666666666667,5.0,3,NoSidewalk,Mount Baker,47.58597903781467,-122.28739335801866,0,5,30,1,0,0,139.73236083984375,206.70000000000002
349,33,3.909090909090909,5.0,5,Obstacle,Interbay,47.650199543346055,-122.37773872144294,1,8,8,9,0,7,159.16767745890397,206.4
506,40,3.55,5.0,4,NoSidewalk,East Queen Anne,47.64207468032837,-122.34541606903076,0,3,27,1,0,9,298.9850800284976,205.9
643,36,3.9444444444444446,4.0,4,NoSidewalk,Industrial District,47.57439645131429,-122.3358588748508,0,3,27,1,0,5,125.69062068601488,205.9
801,45,3.1555555555555554,5.0,4,NoCurbRamp,West Woodland,47.666031222873265,-122.37361840142144,4,36,0,3,0,2,404.8004150390625,205.9
707,44,3.590909090909091,5.0,3,CurbRamp,First Hill,47.61104184930975,-122.32147078080611,37,5,0,0,0,2,237.12158203125,205.4
505,47,3.0,3.0,4,NoCurbRamp,East Queen Anne,47.63813473315949,-122.34837211446559,0,21,1,12,0,13,330.39201679368574,204.45
125,35,4.0,5.0,4,NoSidewalk,Green Lake,47.70324935913086,-122.34080919538225,1,0,27,4,0,3,208.0185127249479,203.0
460,32,3.9375,5.0,5,NoSidewalk,North Queen Anne,47.64709830284119,-122.36080980300903,1,5,23,1,0,2,240.08560180664062,201.60000000000002
423,39,3.230769230769231,5.0,5,NoCurbRamp,Pioneer Square,47.60044371776092,-122.33421130058093,6,19,4,6,0,4,385.32257080078125,201.60000000000002
396,32,3.9375,5.0,5,CurbRamp,Eastlake,47.63558554649353,-122.32379221916199,7,7,7,6,0,5,371.77276611328125,201.60000000000002
508,31,3.7096774193548385,5.0,6,Obstacle,International District,47.59931035195628,-122.32386238344255,4,6,1,12,1,7,280.31158447265625,201.25
927,42,3.2857142857142856,5.0,4,NoSidewalk,Sunset Hill,47.6731751759847,-122.40345873151507,0,11,20,4,0,7,256.1759948730469,200.1
1047,34,3.676470588235294,5.0,5,SurfaceProblem,Fremont,47.657772849587836,-122.34932484346278,4,9,2,7,0,12,301.74727913504563,200.0
1062,35,4.942857142857143,5.0,2,NoSidewalk,View Ridge,47.69358575003488,-122.28729836600168,0,0,33,2,0,0,190.38647120483324,198.95
618,39,3.923076923076923,4.0,3,NoSidewalk,Industrial District,47.575215559739334,-122.33005993182843,0,0,34,2,0,3,180.80520629803942,198.9
1031,30,4.133333333333334,5.0,5,NoSidewalk,Leschi,47.598175303141275,-122.28735834757487,2,5,12,2,0,9,157.09304809570312,198.40000000000003
1020,34,3.6470588235294117,5.0,5,NoCurbRamp,Leschi,47.60759836084702,-122.29112535364487,3,19,3,2,0,7,270.0634480055594,198.4
782,33,4.606060606060606,5.0,3,NoSidewalk,View Ridge,47.68463412198153,-122.28294858065519,0,1,31,1,0,0,245.16677856445312,197.6
667,44,3.090909090909091,4.0,4,NoCurbRamp,Ravenna,47.679464947093614,-122.31013037941672,1,40,1,0,0,2,654.5594220202508,197.2
828,34,3.6176470588235294,5.0,5,NoSidewalk,Phinney Ridge,47.67697973812328,-122.34643823960248,4,6,12,2,0,10,236.27471923828125,196.8
827,40,3.375,5.0,4,NoSidewalk,Ravenna,47.67299346923828,-122.3071216583252,0,10,28,1,0,1,370.65888145895696,195.75
88,25,4.88,5.0,5,NoCurbRamp,Industrial District,47.52802200317383,-122.36314727783203,1,12,3,7,0,2,91.88461303710938,195.20000000000002
841,46,3.260869565217391,4.0,3,NoCurbRamp,Whittier Heights,47.686966191167414,-122.36875185759172,0,26,0,2,0,18,400.2043942473183,195.0
641,36,3.7222222222222223,5.0,4,NoCurbRamp,Bryant,47.681839095221626,-122.28655242919922,3,21,0,2,0,10,424.76008566790165,194.29999999999998
759,37,4.027027027027027,5.0,3,NoCurbRamp,Loyal Heights,47.683205681878164,-122.38025459083352,6,28,0,3,0,0,493.73503113636775,193.70000000000002
1096,34,4.9411764705882355,5.0,2,NoCurbRamp,Wallingford,47.658390045166016,-122.33103359446807,0,33,0,0,0,1,148.20098876953125,193.2
592,34,3.911764705882353,5.0,4,NoSidewalk,Industrial District,47.5550469791188,-122.33529348934398,0,1,28,3,0,2,150.7415771484375,192.85
642,37,4.0,4.0,3,NoSidewalk,Industrial District,47.57439432917415,-122.3383362228806,0,1,34,2,0,0,186.82197559077085,192.4
939,39,4.923076923076923,5.0,1,NoSidewalk,Whittier Heights,47.69546254475912,-122.36999257405598,0,0,39,0,0,0,171.48971557617188,192.0
564,38,3.473684210526316,4.0,4,NoSidewalk,West Queen Anne,47.641539222315735,-122.37511604710629,1,0,26,1,0,10,207.90481567382812,191.4
767,33,4.0,5.0,4,NoCurbRamp,Loyal Heights,47.68504899920839,-122.3810586640329,6,23,0,2,0,2,176.1474609375,191.4
365,40,3.675,5.0,3,NoSidewalk,Briarcliff,47.63687143325806,-122.39886093139648,0,7,30,3,0,0,411.1518859863281,191.1
22,32,4.59375,5.0,3,NoSidewalk,Green Lake,47.727800130844116,-122.3496572971344,1,0,27,0,0,4,231.84562676886264,191.1
461,29,4.103448275862069,5.0,5,NoCurbRamp,Laurelhurst,47.6603643483129,-122.26995323444235,4,18,1,5,0,1,337.4748229980469,190.40000000000003
597,39,3.358974358974359,5.0,4,SurfaceProblem,Minor,47.614515157846306,-122.30973444229517,7,12,0,1,0,19,317.4110343455366,189.95
222,43,3.046511627906977,4.0,4,SurfaceProblem,Industrial District,47.55539020272188,-122.3959785283998,0,13,9,5,0,16,334.91560482198184,189.95
1014,34,3.8529411764705883,5.0,4,NoCurbRamp,Green Lake,47.68519042519962,-122.33169106876149,0,19,5,2,0,8,212.08134346462802,189.95
780,48,3.0416666666666665,4.0,3,NoCurbRamp,Phinney Ridge,47.68075346946716,-122.35993544260661,0,45,0,1,0,2,584.9837810899368,189.8
554,41,4.0,4.0,2,NoSidewalk,Industrial District,47.555034358326985,-122.32846069335938,0,0,40,0,0,1,163.02108764648438,188.6
593,41,4.0,4.0,2,NoSidewalk,Industrial District,47.57485412969822,-122.33325921035394,0,0,37,0,0,4,179.11148071289062,188.6
165,34,3.823529411764706,4.0,4,NoSidewalk,Roosevelt,47.7114470986759,-122.31771895464729,0,5,24,4,0,1,196.589315921423,188.5
191,43,3.0232558139534884,4.0,4,NoCurbRamp,Industrial District,47.54594217344772,-122.37987997365552,1,30,1,0,0,11,412.14622342202847,188.5
3,33,4.9393939393939394,5.0,2,NoSidewalk,Green Lake,47.729433464281485,-122.33852663907138,0,4,29,0,0,0,578.8307189941406,187.45
124,48,3.0,3.0,3,NoSidewalk,Mount Baker,47.55726544062296,-122.26275857289632,0,10,37,1,0,0,528.4423828117112,187.20000000000002
1167,38,3.789473684210526,5.0,3,NoCurbRamp,North Beacon Hill,47.58041853653757,-122.30915190044202,1,27,0,0,0,10,175.30059814531995,187.20000000000002
779,41,3.1463414634146343,5.0,4,NoCurbRamp,Loyal Heights,47.67766384962128,-122.38475501828077,4,25,0,2,0,10,439.04891470581396,187.04999999999998
1048,36,4.5,5.0,2,NoSidewalk,View Ridge,47.692494816250274,-122.2828246222602,0,0,28,8,0,0,241.69327111445156,186.29999999999998
494,33,3.515151515151515,5.0,5,NoCurbRamp,North Queen Anne,47.642000487356476,-122.36557931611033,5,17,4,2,0,5,160.9039306640625,185.60000000000002
514,30,4.266666666666667,5.0,4,NoSidewalk,East Queen Anne,47.6405704498291,-122.35329030354818,1,5,21,0,0,3,186.309814453125,185.6
200,29,4.413793103448276,5.0,4,NoSidewalk,Industrial District,47.528293741160425,-122.39165470517915,0,6,15,7,0,1,157.93991088867188,185.6
334,40,3.55,5.0,3,Obstacle,South Lake Union,47.6192868232727,-122.34455089569092,12,10,0,18,0,0,527.5955200195312,184.6
490,32,3.96875,5.0,4,NoCurbRamp,Broadway,47.626057147979736,-122.31685972213745,1,13,0,6,0,12,163.86795044024183,184.15
1095,31,4.096774193548387,5.0,4,NoSidewalk,View Ridge,47.69586846136278,-122.28579834968814,0,2,27,1,0,1,121.97880630950924,184.15
333,37,3.108108108108108,5.0,5,NoSidewalk,Briarcliff,47.639721019847975,-122.40491485595703,1,9,13,6,0,8,257.4462890625,184.0
1137,29,3.9655172413793105,5.0,5,SurfaceProblem,Madrona,47.61734745420259,-122.28819406443628,1,6,7,6,0,9,179.24760134364323,184.0
538,46,3.0652173913043477,5.0,3,NoCurbRamp,East Queen Anne,47.62896852907927,-122.3475457896357,0,37,0,1,0,8,241.41682110420786,183.3
996,47,3.0,3.0,3,NoSidewalk,Mount Baker,47.568664388453705,-122.28231990083735,0,12,28,0,0,7,315.4563903808594,183.3
230,42,3.0,3.0,4,NoSidewalk,Industrial District,47.53843770708357,-122.38272003900437,0,1,26,1,0,14,414.4920786063973,182.7
196,29,4.344827586206897,5.0,4,NoSidewalk,Industrial District,47.5302567317568,-122.38889970450566,0,2,15,10,0,2,109.66873168945312,182.7
700,42,3.0,3.0,4,NoSidewalk,Loyal Heights,47.69938841320219,-122.38394709995815,0,3,35,1,0,3,243.94114352693217,182.7
397,39,3.230769230769231,5.0,4,CurbRamp,Stevens,47.62259683853541,-122.30359043219151,19,10,0,4,0,6,448.8372802734375,182.7
696,29,4.344827586206897,5.0,4,NoCurbRamp,Ravenna,47.684821293271824,-122.29607470282193,0,13,12,2,0,2,307.2920781350325,182.7
963,41,3.073170731707317,5.0,4,NoCurbRamp,West Woodland,47.670931467195835,-122.37087324188977,1,38,0,1,0,1,409.03472900390625,182.7
104,24,4.75,5.0,5,CurbRamp,Industrial District,47.51918077468872,-122.3650541305542,10,4,2,4,0,4,267.0881149078195,182.4
1177,38,3.0,3.0,5,NoSidewalk,Harrison/Denny-Blaine,47.62448762592516,-122.29067310534026,1,3,21,1,0,12,142.27294921875,182.4
806,34,3.3529411764705883,5.0,5,NoSidewalk,Laurelhurst,47.657574373133045,-122.28519708970013,4,9,15,4,0,2,294.90347132573856,182.4
91,47,3.3617021276595747,5.0,2,NoSidewalk,Industrial District,47.541299941691946,-122.3561162745699,0,1,46,0,0,0,446.7201232910156,181.7
849,31,4.032258064516129,5.0,4,NoSidewalk,Ravenna,47.6647690803774,-122.29325817477319,0,9,19,1,0,2,224.71171373357168,181.25
111,40,3.125,5.0,4,NoSidewalk,Mount Baker,47.547267532348634,-122.27013072967529,2,8,24,6,0,0,544.9562072753906,181.25
989,35,3.5714285714285716,5.0,4,NoSidewalk,Roosevelt,47.67164655412947,-122.31543927873884,1,10,22,0,0,2,272.0136151305896,181.25
631,34,3.676470588235294,5.0,4,NoCurbRamp,University District,47.66739486245548,-122.32047137092141,2,14,0,7,0,11,367.1150207519531,181.25
424,32,3.53125,5.0,5,Obstacle,Central Business District,47.60444235801697,-122.33664774894714,4,3,4,19,0,2,572.0558166511794,180.8
925,36,5.0,5.0,1,NoSidewalk,Whittier Heights,47.69329325358073,-122.36853896247015,0,0,36,0,0,0,209.17510986328125,180.0
475,28,4.428571428571429,5.0,4,Obstacle,North Queen Anne,47.649824142456055,-122.36866787501744,0,6,2,17,0,3,193.50814819414808,179.79999999999998
1016,39,4.0,5.0,2,NoSidewalk,Roosevelt,47.6893075796274,-122.3279778896234,0,2,37,0,0,0,243.47305297851562,179.39999999999998
263,52,3.0,3.0,2,NoSidewalk,Whittier Heights,47.708120566148025,-122.37356068537785,0,0,49,0,0,3,426.2556359901065,179.39999999999998
65,29,3.5172413793103448,5.0,6,NoSidewalk,North Beacon Hill,47.53133379179856,-122.28748795081829,6,2,11,4,1,5,942.1348571777344,178.5
204,28,4.392857142857143,5.0,4,NoSidewalk,Industrial District,47.52522645677839,-122.39025170462472,0,3,13,8,0,4,141.42608642656995,178.35000000000002
293,36,4.305555555555555,5.0,2,NoSidewalk,Ravenna,47.72791353861491,-122.30303192138672,0,0,29,0,0,7,117.29049682696058,178.25
805,28,4.892857142857143,5.0,3,NoSidewalk,Whittier Heights,47.703244754246306,-122.37191908700126,0,1,26,1,0,0,111.7031016336625,178.1
1099,35,4.4,5.0,2,NoCurbRamp,Wallingford,47.65610852922712,-122.33232269287109,0,30,0,0,0,5,172.2695331621664,177.1
1019,33,3.696969696969697,4.0,4,NoSidewalk,Roosevelt,47.6846476468173,-122.32272361986566,0,10,19,1,0,3,165.9040675617956,176.9
1103,32,3.8125,5.0,4,NoCurbRamp,Wallingford,47.654154658317566,-122.32381772994995,2,21,3,0,0,6,283.5137804815579,176.9
462,33,3.696969696969697,5.0,4,NoCurbRamp,Laurelhurst,47.66170004642371,-122.2743403116862,2,21,0,4,0,6,414.11590576171875,176.9
1168,30,4.533333333333333,5.0,3,NoCurbRamp,Wallingford,47.668792215983075,-122.3390495300293,1,20,9,0,0,0,168.8059407902426,176.8
835,39,3.4615384615384617,5.0,3,Obstacle,Ravenna,47.67165286724384,-122.3006814809946,0,13,0,15,0,11,238.39187622070312,175.5
653,34,3.5588235294117645,4.0,4,NoSidewalk,North Beacon Hill,47.59516020382152,-122.31241764741786,0,3,26,1,0,4,231.19354248046875,175.45
337,31,4.32258064516129,5.0,3,NoCurbRamp,Phinney Ridge,47.68547341131395,-122.35259935932774,2,21,0,0,0,8,178.26461791992188,174.20000000000002
839,41,3.268292682926829,4.0,3,NoCurbRamp,Whittier Heights,47.68507050304878,-122.3698445762076,4,36,0,1,0,0,244.5782406394806,174.20000000000002
260,40,3.0,3.0,4,NoSidewalk,Ravenna,47.73119297027588,-122.29673709869385,1,2,29,0,0,8,214.67971801757812,174.0
917,42,3.5952380952380953,5.0,2,NoSidewalk,Phinney Ridge,47.671731767200285,-122.35008312406994,0,12,30,0,0,0,371.2381012692712,173.64999999999998
553,34,3.911764705882353,4.0,3,NoSidewalk,Industrial District,47.58896592084099,-122.32178272920497,2,1,31,0,0,0,181.2286376953125,172.9
